lineID,charityID,lineYear,formBox,lineValue
88,106887102RR0001,2014,4560,4177080
89,106887102RR0001,2014,4570,
90,106887102RR0001,2014,4571,
91,106887102RR0001,2014,4575,
92,106887102RR0001,2014,4580,12364
93,106887102RR0001,2014,4590,505
94,106887102RR0001,2014,4600,505
95,106887102RR0001,2014,4610,94659
96,106887102RR0001,2014,4620,
97,106887102RR0001,2014,4630,28578
98,106887102RR0001,2014,4640,986817
99,106887102RR0001,2014,4650,2130636
100,106887102RR0001,2014,4700,11007515
101,106887102RR0001,2014,4800,
102,106887102RR0001,2014,4810,63987
103,106887102RR0001,2014,4820,
104,106887102RR0001,2014,4830,9024
105,106887102RR0001,2014,4840,64442
106,106887102RR0001,2014,4850,121925
107,106887102RR0001,2014,4860,102409
108,106887102RR0001,2014,4870,
109,106887102RR0001,2014,4880,4565946
110,106887102RR0001,2014,4890,
111,106887102RR0001,2014,4891,38929
112,106887102RR0001,2014,4900,242808
113,106887102RR0001,2014,4910,
114,106887102RR0001,2014,4920,686568
115,106887102RR0001,2014,4950,5896038
116,106887102RR0001,2014,5000,4458100
117,106887102RR0001,2014,5010,1437938
118,106887102RR0001,2014,5020,
119,106887102RR0001,2014,5050,
120,106887102RR0001,2014,5100,5896038
121,106887102RR0001,2014,5045,
122,106887102RR0001,2014,4101,
123,106887102RR0001,2014,4102,
124,106887102RR0001,2014,4157,
125,106887102RR0001,2014,4158,
126,106887102RR0001,2014,4190,
127,106887102RR0001,2014,4576,
128,106887102RR0001,2014,4577,
129,107311177RR0001,2014,4100,2428275
130,107311177RR0001,2014,4110,49928
131,107311177RR0001,2014,4120,1206856
132,107311177RR0001,2014,4130,
133,107311177RR0001,2014,4140,
134,107311177RR0001,2014,4150,33987
135,107311177RR0001,2014,4155,14040108
136,107311177RR0001,2014,4160,3735908
137,107311177RR0001,2014,4165,
138,107311177RR0001,2014,4166,-2906144
139,107311177RR0001,2014,4170,
140,107311177RR0001,2014,4200,18588918
141,107311177RR0001,2014,4300,941060
142,107311177RR0001,2014,4310,2051042
143,107311177RR0001,2014,4320,3099
144,107311177RR0001,2014,4330,
145,107311177RR0001,2014,4350,2995201
146,107311177RR0001,2014,4500,
147,107311177RR0001,2014,5610,
148,107311177RR0001,2014,4510,250410
149,107311177RR0001,2014,4530,224704
150,107311177RR0001,2014,4540,464350
151,107311177RR0001,2014,4550,1550948
152,107311177RR0001,2014,4560,3459034
153,107311177RR0001,2014,4570,
154,107311177RR0001,2014,4571,
155,107311177RR0001,2014,4575,
156,107311177RR0001,2014,4580,19952
157,107311177RR0001,2014,4590,
158,107311177RR0001,2014,4600,
159,107311177RR0001,2014,4610,69929
160,107311177RR0001,2014,4620,
161,107311177RR0001,2014,4630,28658
162,107311177RR0001,2014,4640,913905
163,107311177RR0001,2014,4650,355898
164,107311177RR0001,2014,4700,7337788
165,107311177RR0001,2014,4800,26172
166,107311177RR0001,2014,4810,88893
167,107311177RR0001,2014,4820,14123
168,107311177RR0001,2014,4830,40147
169,107311177RR0001,2014,4840,72930
170,107311177RR0001,2014,4850,218662
171,107311177RR0001,2014,4860,20295
172,107311177RR0001,2014,4870,2363
173,107311177RR0001,2014,4880,3128337
174,107311177RR0001,2014,4890,
175,107311177RR0001,2014,4891,2362695
176,107311177RR0001,2014,4900,196424
177,107311177RR0001,2014,4910,
178,107311177RR0001,2014,4920,575534
179,107311177RR0001,2014,4950,6746575
180,107311177RR0001,2014,5000,6191295
181,107311177RR0001,2014,5010,538838
182,107311177RR0001,2014,5020,16442
183,107311177RR0001,2014,5050,201359
184,107311177RR0001,2014,5100,6947934
185,107311177RR0001,2014,5045,
186,107311177RR0001,2014,4101,
187,107311177RR0001,2014,4102,
188,107311177RR0001,2014,4157,
189,107311177RR0001,2014,4158,
190,107311177RR0001,2014,4190,
191,107311177RR0001,2014,4576,
192,107311177RR0001,2014,4577,
193,107583650RR0001,2014,4100,64278
194,107583650RR0001,2014,4110,155
195,107583650RR0001,2014,4120,
196,107583650RR0001,2014,4130,
197,107583650RR0001,2014,4140,
198,107583650RR0001,2014,4150,
199,107583650RR0001,2014,4155,
200,107583650RR0001,2014,4160,
201,107583650RR0001,2014,4165,
202,107583650RR0001,2014,4166,
203,107583650RR0001,2014,4170,1350
204,107583650RR0001,2014,4200,65783
205,107583650RR0001,2014,4300,286
206,107583650RR0001,2014,4310,
207,107583650RR0001,2014,4320,
208,107583650RR0001,2014,4330,
209,107583650RR0001,2014,4350,286
210,107583650RR0001,2014,4500,
211,107583650RR0001,2014,5610,
212,107583650RR0001,2014,4510,
213,107583650RR0001,2014,4530,2520
214,107583650RR0001,2014,4540,
215,107583650RR0001,2014,4550,
216,107583650RR0001,2014,4560,
217,107583650RR0001,2014,4570,
218,107583650RR0001,2014,4571,
219,107583650RR0001,2014,4575,
220,107583650RR0001,2014,4580,445
221,107583650RR0001,2014,4590,
222,107583650RR0001,2014,4600,
223,107583650RR0001,2014,4610,
224,107583650RR0001,2014,4620,
225,107583650RR0001,2014,4630,
226,107583650RR0001,2014,4640,
227,107583650RR0001,2014,4650,
228,107583650RR0001,2014,4700,2965
229,107583650RR0001,2014,4800,131
230,107583650RR0001,2014,4810,
231,107583650RR0001,2014,4820,4
232,107583650RR0001,2014,4830,
233,107583650RR0001,2014,4840,109
234,107583650RR0001,2014,4850,424
235,107583650RR0001,2014,4860,2569
236,107583650RR0001,2014,4870,892
237,107583650RR0001,2014,4880,
238,107583650RR0001,2014,4890,
239,107583650RR0001,2014,4891,162
240,107583650RR0001,2014,4900,
241,107583650RR0001,2014,4910,
242,107583650RR0001,2014,4920,
243,107583650RR0001,2014,4950,4291
244,107583650RR0001,2014,5000,1818
245,107583650RR0001,2014,5010,2180
246,107583650RR0001,2014,5020,293
247,107583650RR0001,2014,5050,
248,107583650RR0001,2014,5100,4291
249,107583650RR0001,2014,5045,
250,107583650RR0001,2014,4101,
251,107583650RR0001,2014,4102,
252,107583650RR0001,2014,4157,
253,107583650RR0001,2014,4158,
254,107583650RR0001,2014,4190,
255,107583650RR0001,2014,4576,
256,107583650RR0001,2014,4577,
257,107896136RR0001,2014,4100,3494533
258,107896136RR0001,2014,4110,
259,107896136RR0001,2014,4120,2070037
260,107896136RR0001,2014,4130,
261,107896136RR0001,2014,4140,
262,107896136RR0001,2014,4150,
263,107896136RR0001,2014,4155,9576007
264,107896136RR0001,2014,4160,666000
265,107896136RR0001,2014,4165,
266,107896136RR0001,2014,4166,10665971
267,107896136RR0001,2014,4170,36958
268,107896136RR0001,2014,4200,26509506
269,107896136RR0001,2014,4300,5871994
270,107896136RR0001,2014,4310,1740140
271,107896136RR0001,2014,4320,
272,107896136RR0001,2014,4330,530904
273,107896136RR0001,2014,4350,8143038
274,107896136RR0001,2014,4500,80000
275,107896136RR0001,2014,5610,
276,107896136RR0001,2014,4510,615624
277,107896136RR0001,2014,4530,
278,107896136RR0001,2014,4540,
279,107896136RR0001,2014,4550,259372
280,107896136RR0001,2014,4560,6009248
281,107896136RR0001,2014,4570,
282,107896136RR0001,2014,4571,
283,107896136RR0001,2014,4575,
284,107896136RR0001,2014,4580,40194
285,107896136RR0001,2014,4590,35204
286,107896136RR0001,2014,4600,33727
287,107896136RR0001,2014,4610,40217
288,107896136RR0001,2014,4620,
289,107896136RR0001,2014,4630,
290,107896136RR0001,2014,4640,2284302
291,107896136RR0001,2014,4650,270780
292,107896136RR0001,2014,4700,9633464
293,107896136RR0001,2014,4800,98101
294,107896136RR0001,2014,4810,334641
295,107896136RR0001,2014,4820,222718
296,107896136RR0001,2014,4830,71957
297,107896136RR0001,2014,4840,196741
298,107896136RR0001,2014,4850,678413
299,107896136RR0001,2014,4860,1339788
300,107896136RR0001,2014,4870,38742
301,107896136RR0001,2014,4880,4387144
302,107896136RR0001,2014,4890,
303,107896136RR0001,2014,4891,1969043
304,107896136RR0001,2014,4900,461010
305,107896136RR0001,2014,4910,
306,107896136RR0001,2014,4920,
307,107896136RR0001,2014,4950,9798298
308,107896136RR0001,2014,5000,7326128
309,107896136RR0001,2014,5010,1857174
310,107896136RR0001,2014,5020,88172
311,107896136RR0001,2014,5050,
312,107896136RR0001,2014,5100,9798298
313,107896136RR0001,2014,5045,
314,107896136RR0001,2014,4101,
315,107896136RR0001,2014,4102,
316,107896136RR0001,2014,4157,
317,107896136RR0001,2014,4158,
318,107896136RR0001,2014,4190,
319,107896136RR0001,2014,4576,
320,107896136RR0001,2014,4577,
321,108145533RR0001,2014,4100,477580
322,108145533RR0001,2014,4110,
323,108145533RR0001,2014,4120,81805
324,108145533RR0001,2014,4130,
325,108145533RR0001,2014,4140,
326,108145533RR0001,2014,4150,6660
327,108145533RR0001,2014,4155,193618
328,108145533RR0001,2014,4160,397900
329,108145533RR0001,2014,4165,
330,108145533RR0001,2014,4166,-389226
331,108145533RR0001,2014,4170,214008
332,108145533RR0001,2014,4200,982345
333,108145533RR0001,2014,4300,3558
334,108145533RR0001,2014,4310,141010
335,108145533RR0001,2014,4320,
336,108145533RR0001,2014,4330,214008
337,108145533RR0001,2014,4350,358576
338,108145533RR0001,2014,4500,3295
339,108145533RR0001,2014,5610,
340,108145533RR0001,2014,4510,
341,108145533RR0001,2014,4530,
342,108145533RR0001,2014,4540,208
343,108145533RR0001,2014,4550,508702
344,108145533RR0001,2014,4560,123333
345,108145533RR0001,2014,4570,
346,108145533RR0001,2014,4571,
347,108145533RR0001,2014,4575,
348,108145533RR0001,2014,4580,6176
349,108145533RR0001,2014,4590,700
350,108145533RR0001,2014,4600,700
351,108145533RR0001,2014,4610,6741
352,108145533RR0001,2014,4620,
353,108145533RR0001,2014,4630,
354,108145533RR0001,2014,4640,
355,108145533RR0001,2014,4650,66839
356,108145533RR0001,2014,4700,715994
357,108145533RR0001,2014,4800,
358,108145533RR0001,2014,4810,19164
359,108145533RR0001,2014,4820,
360,108145533RR0001,2014,4830,14806
361,108145533RR0001,2014,4840,
362,108145533RR0001,2014,4850,34813
363,108145533RR0001,2014,4860,
364,108145533RR0001,2014,4870,
365,108145533RR0001,2014,4880,200036
366,108145533RR0001,2014,4890,
367,108145533RR0001,2014,4891,
368,108145533RR0001,2014,4900,31728
369,108145533RR0001,2014,4910,
370,108145533RR0001,2014,4920,338161
371,108145533RR0001,2014,4950,638708
372,108145533RR0001,2014,5000,403859
373,108145533RR0001,2014,5010,234849
374,108145533RR0001,2014,5020,
375,108145533RR0001,2014,5050,
376,108145533RR0001,2014,5100,638708
377,108145533RR0001,2014,5045,
378,108145533RR0001,2014,4101,
379,108145533RR0001,2014,4102,
380,108145533RR0001,2014,4157,
381,108145533RR0001,2014,4158,
382,108145533RR0001,2014,4190,
383,108145533RR0001,2014,4576,
384,108145533RR0001,2014,4577,
385,108145632RR0001,2014,4100,458050
386,108145632RR0001,2014,4110,
387,108145632RR0001,2014,4120,82978
388,108145632RR0001,2014,4130,
389,108145632RR0001,2014,4140,
390,108145632RR0001,2014,4150,184975
391,108145632RR0001,2014,4155,263280
392,108145632RR0001,2014,4160,206193
393,108145632RR0001,2014,4165,
394,108145632RR0001,2014,4166,-197253
395,108145632RR0001,2014,4170,380493
396,108145632RR0001,2014,4200,1378716
397,108145632RR0001,2014,4300,5107
398,108145632RR0001,2014,4310,
399,108145632RR0001,2014,4320,
400,108145632RR0001,2014,4330,366254
401,108145632RR0001,2014,4350,371361
402,108145632RR0001,2014,4500,
403,108145632RR0001,2014,5610,
404,108145632RR0001,2014,4510,
405,108145632RR0001,2014,4530,
406,108145632RR0001,2014,4540,
407,108145632RR0001,2014,4550,512858
408,108145632RR0001,2014,4560,188882
409,108145632RR0001,2014,4570,
410,108145632RR0001,2014,4571,
411,108145632RR0001,2014,4575,
412,108145632RR0001,2014,4580,1510
413,108145632RR0001,2014,4590,650
414,108145632RR0001,2014,4600,650
415,108145632RR0001,2014,4610,
416,108145632RR0001,2014,4620,
417,108145632RR0001,2014,4630,
418,108145632RR0001,2014,4640,32914
419,108145632RR0001,2014,4650,1530
420,108145632RR0001,2014,4700,738344
421,108145632RR0001,2014,4800,
422,108145632RR0001,2014,4810,21500
423,108145632RR0001,2014,4820,
424,108145632RR0001,2014,4830,11170
425,108145632RR0001,2014,4840,22627
426,108145632RR0001,2014,4850,12386
427,108145632RR0001,2014,4860,17230
428,108145632RR0001,2014,4870,
429,108145632RR0001,2014,4880,197189
430,108145632RR0001,2014,4890,
431,108145632RR0001,2014,4891,
432,108145632RR0001,2014,4900,11197
433,108145632RR0001,2014,4910,
434,108145632RR0001,2014,4920,328226
435,108145632RR0001,2014,4950,621525
436,108145632RR0001,2014,5000,489268
437,108145632RR0001,2014,5010,132257
438,108145632RR0001,2014,5020,
439,108145632RR0001,2014,5050,
440,108145632RR0001,2014,5100,621525
441,108145632RR0001,2014,5045,
442,108145632RR0001,2014,4101,
443,108145632RR0001,2014,4102,
444,108145632RR0001,2014,4157,
445,108145632RR0001,2014,4158,
446,108145632RR0001,2014,4190,
447,108145632RR0001,2014,4576,
448,108145632RR0001,2014,4577,
449,118874858RR0001,2014,4100,
450,118874858RR0001,2014,4110,
451,118874858RR0001,2014,4120,
452,118874858RR0001,2014,4130,
453,118874858RR0001,2014,4140,
454,118874858RR0001,2014,4150,
455,118874858RR0001,2014,4155,
456,118874858RR0001,2014,4160,
457,118874858RR0001,2014,4165,
458,118874858RR0001,2014,4166,
459,118874858RR0001,2014,4170,
460,118874858RR0001,2014,4200,24990
461,118874858RR0001,2014,4300,
462,118874858RR0001,2014,4310,
463,118874858RR0001,2014,4320,
464,118874858RR0001,2014,4330,
465,118874858RR0001,2014,4350,11347
466,118874858RR0001,2014,4500,395
467,118874858RR0001,2014,5610,
468,118874858RR0001,2014,4510,
469,118874858RR0001,2014,4530,50638
470,118874858RR0001,2014,4540,
471,118874858RR0001,2014,4550,
472,118874858RR0001,2014,4560,
473,118874858RR0001,2014,4570,
474,118874858RR0001,2014,4571,
475,118874858RR0001,2014,4575,
476,118874858RR0001,2014,4580,
477,118874858RR0001,2014,4590,
478,118874858RR0001,2014,4600,
479,118874858RR0001,2014,4610,
480,118874858RR0001,2014,4620,
481,118874858RR0001,2014,4630,3018
482,118874858RR0001,2014,4640,
483,118874858RR0001,2014,4650,
484,118874858RR0001,2014,4700,54051
485,118874858RR0001,2014,4800,
486,118874858RR0001,2014,4810,12
487,118874858RR0001,2014,4820,
488,118874858RR0001,2014,4830,
489,118874858RR0001,2014,4840,
490,118874858RR0001,2014,4850,
491,118874858RR0001,2014,4860,6921
492,118874858RR0001,2014,4870,
493,118874858RR0001,2014,4880,
494,118874858RR0001,2014,4890,
495,118874858RR0001,2014,4891,
496,118874858RR0001,2014,4900,
497,118874858RR0001,2014,4910,
498,118874858RR0001,2014,4920,60556
499,118874858RR0001,2014,4950,67489
500,118874858RR0001,2014,5000,47082
501,118874858RR0001,2014,5010,20767
502,118874858RR0001,2014,5020,
503,118874858RR0001,2014,5050,
504,118874858RR0001,2014,5100,67489
505,118874858RR0001,2014,5045,
506,118874858RR0001,2014,4101,
507,118874858RR0001,2014,4102,
508,118874858RR0001,2014,4157,
509,118874858RR0001,2014,4158,
510,118874858RR0001,2014,4190,
511,118874858RR0001,2014,4576,
512,118874858RR0001,2014,4577,
513,118892736RR0001,2014,4100,13759
514,118892736RR0001,2014,4110,
515,118892736RR0001,2014,4120,266876
516,118892736RR0001,2014,4130,
517,118892736RR0001,2014,4140,
518,118892736RR0001,2014,4150,
519,118892736RR0001,2014,4155,
520,118892736RR0001,2014,4160,
521,118892736RR0001,2014,4165,
522,118892736RR0001,2014,4166,
523,118892736RR0001,2014,4170,5142
524,118892736RR0001,2014,4200,285777
525,118892736RR0001,2014,4300,117893
526,118892736RR0001,2014,4310,23660
527,118892736RR0001,2014,4320,
528,118892736RR0001,2014,4330,
529,118892736RR0001,2014,4350,141553
530,118892736RR0001,2014,4500,6410
531,118892736RR0001,2014,5610,
532,118892736RR0001,2014,4510,39699
533,118892736RR0001,2014,4530,6314
534,118892736RR0001,2014,4540,227589
535,118892736RR0001,2014,4550,169971
536,118892736RR0001,2014,4560,116555
537,118892736RR0001,2014,4570,
538,118892736RR0001,2014,4571,
539,118892736RR0001,2014,4575,
540,118892736RR0001,2014,4580,1
541,118892736RR0001,2014,4590,
542,118892736RR0001,2014,4600,
543,118892736RR0001,2014,4610,
544,118892736RR0001,2014,4620,1455
545,118892736RR0001,2014,4630,2553
546,118892736RR0001,2014,4640,2855
547,118892736RR0001,2014,4650,95491
548,118892736RR0001,2014,4700,668893
549,118892736RR0001,2014,4800,5695
550,118892736RR0001,2014,4810,74217
551,118892736RR0001,2014,4820,371
552,118892736RR0001,2014,4830,545
553,118892736RR0001,2014,4840,3377
554,118892736RR0001,2014,4850,30892
555,118892736RR0001,2014,4860,107031
556,118892736RR0001,2014,4870,575
557,118892736RR0001,2014,4880,375299
558,118892736RR0001,2014,4890,
559,118892736RR0001,2014,4891,59232
560,118892736RR0001,2014,4900,
561,118892736RR0001,2014,4910,
562,118892736RR0001,2014,4920,
563,118892736RR0001,2014,4950,657234
564,118892736RR0001,2014,5000,621098
565,118892736RR0001,2014,5010,30868
566,118892736RR0001,2014,5020,268
567,118892736RR0001,2014,5050,
568,118892736RR0001,2014,5100,657234
569,118892736RR0001,2014,5045,
570,118892736RR0001,2014,4101,
571,118892736RR0001,2014,4102,
572,118892736RR0001,2014,4157,
573,118892736RR0001,2014,4158,
574,118892736RR0001,2014,4190,
575,118892736RR0001,2014,4576,
576,118892736RR0001,2014,4577,
577,119037893RR0001,2014,4100,88189
578,119037893RR0001,2014,4110,
579,119037893RR0001,2014,4120,4574
580,119037893RR0001,2014,4130,
581,119037893RR0001,2014,4140,
582,119037893RR0001,2014,4150,3902
583,119037893RR0001,2014,4155,
584,119037893RR0001,2014,4160,22369
585,119037893RR0001,2014,4165,
586,119037893RR0001,2014,4166,-13422
587,119037893RR0001,2014,4170,
588,119037893RR0001,2014,4200,105612
589,119037893RR0001,2014,4300,2000
590,119037893RR0001,2014,4310,4574
591,119037893RR0001,2014,4320,
592,119037893RR0001,2014,4330,
593,119037893RR0001,2014,4350,6574
594,119037893RR0001,2014,4500,65365
595,119037893RR0001,2014,5610,
596,119037893RR0001,2014,4510,13250
597,119037893RR0001,2014,4530,
598,119037893RR0001,2014,4540,13599
599,119037893RR0001,2014,4550,
600,119037893RR0001,2014,4560,27763
601,119037893RR0001,2014,4570,
602,119037893RR0001,2014,4571,
603,119037893RR0001,2014,4575,
604,119037893RR0001,2014,4580,531
605,119037893RR0001,2014,4590,
606,119037893RR0001,2014,4600,
607,119037893RR0001,2014,4610,
608,119037893RR0001,2014,4620,
609,119037893RR0001,2014,4630,
610,119037893RR0001,2014,4640,1142
611,119037893RR0001,2014,4650,1110
612,119037893RR0001,2014,4700,122760
613,119037893RR0001,2014,4800,3088
614,119037893RR0001,2014,4810,
615,119037893RR0001,2014,4820,552
616,119037893RR0001,2014,4830,763
617,119037893RR0001,2014,4840,2766
618,119037893RR0001,2014,4850,4011
619,119037893RR0001,2014,4860,2091
620,119037893RR0001,2014,4870,
621,119037893RR0001,2014,4880,40887
622,119037893RR0001,2014,4890,
623,119037893RR0001,2014,4891,1307
624,119037893RR0001,2014,4900,4474
625,119037893RR0001,2014,4910,
626,119037893RR0001,2014,4920,55914
627,119037893RR0001,2014,4950,115853
628,119037893RR0001,2014,5000,85204
629,119037893RR0001,2014,5010,24396
630,119037893RR0001,2014,5020,6253
631,119037893RR0001,2014,5050,
632,119037893RR0001,2014,5100,115853
633,119037893RR0001,2014,5045,
634,119037893RR0001,2014,4101,
635,119037893RR0001,2014,4102,
636,119037893RR0001,2014,4157,
637,119037893RR0001,2014,4158,
638,119037893RR0001,2014,4190,
639,119037893RR0001,2014,4576,
640,119037893RR0001,2014,4577,
641,119071553RR0001,2014,4100,298742
642,119071553RR0001,2014,4110,
643,119071553RR0001,2014,4120,16802
644,119071553RR0001,2014,4130,
645,119071553RR0001,2014,4140,547883
646,119071553RR0001,2014,4150,
647,119071553RR0001,2014,4155,
648,119071553RR0001,2014,4160,
649,119071553RR0001,2014,4165,
650,119071553RR0001,2014,4166,
651,119071553RR0001,2014,4170,3813
652,119071553RR0001,2014,4200,867240
653,119071553RR0001,2014,4300,3382
654,119071553RR0001,2014,4310,12953
655,119071553RR0001,2014,4320,
656,119071553RR0001,2014,4330,
657,119071553RR0001,2014,4350,16335
658,119071553RR0001,2014,4500,268967
659,119071553RR0001,2014,5610,
660,119071553RR0001,2014,4510,613
661,119071553RR0001,2014,4530,
662,119071553RR0001,2014,4540,10829
663,119071553RR0001,2014,4550,2445
664,119071553RR0001,2014,4560,540
665,119071553RR0001,2014,4570,
666,119071553RR0001,2014,4571,
667,119071553RR0001,2014,4575,12930
668,119071553RR0001,2014,4580,19069
669,119071553RR0001,2014,4590,
670,119071553RR0001,2014,4600,
671,119071553RR0001,2014,4610,
672,119071553RR0001,2014,4620,27268
673,119071553RR0001,2014,4630,6522
674,119071553RR0001,2014,4640,39470
675,119071553RR0001,2014,4650,
676,119071553RR0001,2014,4700,388653
677,119071553RR0001,2014,4800,1558
678,119071553RR0001,2014,4810,265
679,119071553RR0001,2014,4820,1246
680,119071553RR0001,2014,4830,400
681,119071553RR0001,2014,4840,5238
682,119071553RR0001,2014,4850,1755
683,119071553RR0001,2014,4860,4130
684,119071553RR0001,2014,4870,40
685,119071553RR0001,2014,4880,19000
686,119071553RR0001,2014,4890,
687,119071553RR0001,2014,4891,101282
688,119071553RR0001,2014,4900,
689,119071553RR0001,2014,4910,900
690,119071553RR0001,2014,4920,
691,119071553RR0001,2014,4950,135814
692,119071553RR0001,2014,5000,104180
693,119071553RR0001,2014,5010,16989
694,119071553RR0001,2014,5020,1528
695,119071553RR0001,2014,5050,5000
696,119071553RR0001,2014,5100,140814
697,119071553RR0001,2014,5045,
698,119071553RR0001,2014,4101,
699,119071553RR0001,2014,4102,
700,119071553RR0001,2014,4157,
701,119071553RR0001,2014,4158,
702,119071553RR0001,2014,4190,
703,119071553RR0001,2014,4576,
704,119071553RR0001,2014,4577,
705,119075638RR0001,2014,4100,2971237
706,119075638RR0001,2014,4110,
707,119075638RR0001,2014,4120,614074
708,119075638RR0001,2014,4130,
709,119075638RR0001,2014,4140,
710,119075638RR0001,2014,4150,20674
711,119075638RR0001,2014,4155,
712,119075638RR0001,2014,4160,392639
713,119075638RR0001,2014,4165,
714,119075638RR0001,2014,4166,-282566
715,119075638RR0001,2014,4170,35291
716,119075638RR0001,2014,4200,3751349
717,119075638RR0001,2014,4300,782773
718,119075638RR0001,2014,4310,1893548
719,119075638RR0001,2014,4320,
720,119075638RR0001,2014,4330,11829
721,119075638RR0001,2014,4350,2688150
722,119075638RR0001,2014,4500,1206299
723,119075638RR0001,2014,5610,
724,119075638RR0001,2014,4510,1557076
725,119075638RR0001,2014,4530,1691380
726,119075638RR0001,2014,4540,1783933
727,119075638RR0001,2014,4550,74835
728,119075638RR0001,2014,4560,
729,119075638RR0001,2014,4570,
730,119075638RR0001,2014,4571,
731,119075638RR0001,2014,4575,524417
732,119075638RR0001,2014,4580,51905
733,119075638RR0001,2014,4590,
734,119075638RR0001,2014,4600,
735,119075638RR0001,2014,4610,
736,119075638RR0001,2014,4620,
737,119075638RR0001,2014,4630,641002
738,119075638RR0001,2014,4640,6610
739,119075638RR0001,2014,4650,46104
740,119075638RR0001,2014,4700,7583561
741,119075638RR0001,2014,4800,78449
742,119075638RR0001,2014,4810,145709
743,119075638RR0001,2014,4820,21066
744,119075638RR0001,2014,4830,13143
745,119075638RR0001,2014,4840,33511
746,119075638RR0001,2014,4850,120657
747,119075638RR0001,2014,4860,116494
748,119075638RR0001,2014,4870,8589
749,119075638RR0001,2014,4880,1577630
750,119075638RR0001,2014,4890,134645
751,119075638RR0001,2014,4891,22239
752,119075638RR0001,2014,4900,26327
753,119075638RR0001,2014,4910,537087
754,119075638RR0001,2014,4920,3008002
755,119075638RR0001,2014,4950,5843548
756,119075638RR0001,2014,5000,3687219
757,119075638RR0001,2014,5010,1320882
758,119075638RR0001,2014,5020,812038
759,119075638RR0001,2014,5050,1656480
760,119075638RR0001,2014,5100,7500028
761,119075638RR0001,2014,5045,
762,119075638RR0001,2014,4101,
763,119075638RR0001,2014,4102,
764,119075638RR0001,2014,4157,
765,119075638RR0001,2014,4158,
766,119075638RR0001,2014,4190,
767,119075638RR0001,2014,4576,
768,119075638RR0001,2014,4577,
769,119088359RR0001,2014,4100,4133
770,119088359RR0001,2014,4110,
771,119088359RR0001,2014,4120,
772,119088359RR0001,2014,4130,
773,119088359RR0001,2014,4140,
